State,Number,Summary,Bill Type,Penalties,Date,Status,Youth State Risk,Adult State Risk,Notes,URL,Sponsors,Calendar,History,Manual Status,Change Hash,Bill ID,PDF,Bill PDF,Targets Gender Identity,Targets Sexual Orientation,Targets Minors,Targets Adults,Trans Exclusionary Sex Definiition?,🔐 Softr Record ID
Colorado,SB201,Require Age Checks for Online Sexual Materials,Censorship: Online Obscenity,,2025-04-14,Senate Second Reading Laid Over to 05/08/2025 - No Amendments,Moderate,Safest,"Age verification for material harmful to minors; community standards, Miller test, etc.",https://legiscan.com/CO/bill/SB201/2025,"Lindsey Daugherty, Paul Lundeen, Mandy Lindsay, Meghan Lukens, Dafna Michaelson Jenet","Hearing 2025-03-27 13:30 Old Supreme Court, Hearing 2025-04-22 13:30 Senate Floor","S 2025-03-20 Introduced In Senate - Assigned to Health & Human Services, S 2025-03-27 Senate Committee on Health & Human Services Refer Amended to Senate Committee of the Whole, S 2025-04-01 Senate Second Reading Laid Over to 04/04/2025 - No Amendments, S 2025-04-04 Senate Second Reading Laid Over to 04/10/2025 - No Amendments, S 2025-04-10 Senate Second Reading Laid Over to 04/14/2025 - No Amendments, S 2025-04-14 Senate Second Reading Laid Over to 05/08/2025 - No Amendments.... see more on LegiScan",Failed,1f54fde9d55c2941e842b22a2beaf383,2012146,https://leg.colorado.gov/sites/default/files/documents/2025A/bills/2025a_201_01.pdf,,,,Y,,None,4b85kdhVShJ24iKfiHodNk
Connecticut,HB05125,An Act Prohibiting Students Who Are Biological Males From Competing On Female-only Athletic Teams And Using Female-only Locker Rooms And Facilities.,Sports Ban:K12 / Sports Ban: Colleges,None,2025-01-14,Referred to Joint Committee on Education,Moderate,Safest,Ban on trans girls and trans women from competing on public girls & womens sports teams and from using public girls and women's bathrooms.,https://legiscan.com/CT/bill/HB05125/2025,"Brian Lanoue, Craig Fishbein, Anne Dauphinais",,H 2025-01-14 Referred to Joint Committee on Education.... see more on LegiScan,Failed,e3644696b42d98075b2f22b0379aa00c,1915995,https://www.cga.ct.gov/2025/TOB/H/PDF/2025HB-05125-R00-HB.PDF,,Y,,Y,Y,Sex at Birth,6KFwuU2HbtPwmHV8Xve3fh
Connecticut,HB05336,An Act Concerning The Protection Of A Parents' Right To Raise Their Children Consistent With Their Children's Biological Sex And The Promotion Of Fairness In Interscholastic Athletic Competition.,Child Custody Bill / Gender Affirming Care Ban: Minors / Gender Affirming Care Ban: Medicaid / Sports Ban: K12 / Sports Ban: Colleges,,2025-01-16,Referred to Joint Committee on Public Health,Moderate,Safest,Parents can misgender their trans kids; GAC ban for minors; Surgical ban for Medicaid; K12+ College Sports Ban,https://legiscan.com/CT/bill/HB05336/2025,"Anne Dauphinais, Mark Anderson",,H 2025-01-16 Referred to Joint Committee on Public Health.... see more on LegiScan,Failed,cc574bc3bbb4859e907745582926a944,1921920,https://www.cga.ct.gov/2025/TOB/H/PDF/2025HB-05336-R00-HB.PDF,,Y,,Y,Y,Biological Sex,BZyEYQvpkFoFNjKZnirryh
Connecticut,HB05352,An Act Prohibiting Students Who Are Biological Males From Competing On Female-only Athletic Teams And Using Female-only Locker Rooms And Facilities.,Sports Ban: K12 / Sports Ban: Colleges / Trans Bathroom Ban: K12 / Trans Bathroom Ban: Colleges,,2025-01-16,Referred to Joint Committee on Education,Moderate,Safest,Initial bill is super short; ban on trans fem student athletes & use of bathrooms and locker rooms (presumably at athletic events and practice locations but the wording is vague),https://legiscan.com/CT/bill/HB05352/2025,"Vincent Candelora, Tom O'Dea, David Rutigliano, Timothy Ackert, Jason Perillo, Lezlye Zupkus, Tami Zawistowski, Craig Fishbein, Mark Anderson, Anne Dauphinais, Gale Mastrofrancesco, William Heffernan, Karen Reddington-Hughes, Joe Hoxha, Donna Veach, Douglas Dubitsky, Kurt Vail, Geraldo Reyes, Irene Haines",,H 2025-01-16 Referred to Joint Committee on Education.... see more on LegiScan,Failed,dedbee877d0e5bfaa4634e78e1ad7e94,1921069,https://www.cga.ct.gov/2025/TOB/H/PDF/2025HB-05352-R00-HB.PDF,,Y,,Y,Y,Biological Sex,LMoFY84uTiipabLDobhXRo
Connecticut,HB05370,An Act Prohibiting Certain Treatment Practices And Promoting Psychotherapy For Minors Experiencing Gender Dysphoria Or Incongruence.,Gender Affirming Care Ban: Minors,,2025-01-16,Referred to Joint Committee on Public Health,Moderate,Safest,"Includes a ban on off-label prescriptions for blockers or hormone therapy, a surgical ban for minors, and a requirment to promote psychotherapy as treatment for gender dysphoria",https://legiscan.com/CT/bill/HB05370/2025,"Vincent Candelora, Tom O'Dea, David Rutigliano, Timothy Ackert, Jason Perillo, Lezlye Zupkus, Tami Zawistowski, Mark Anderson, Robert Sampson, Anne Dauphinais",,H 2025-01-16 Referred to Joint Committee on Public Health.... see more on LegiScan,Failed,d70e1e01a646b1ad30feb73b92411cb8,1921064,https://www.cga.ct.gov/2025/TOB/H/PDF/2025HB-05370-R00-HB.PDF,,Y,,Y,,None,5DTjzLPvyHiCNF3wtJDNTD
Connecticut,HB05518,An Act Prohibiting Students Who Are Biological Males From Competing On Female-only Athletic Teams And Using Female-only Locker Rooms And Facilities.,Sports Ban: Secondary / Trans Bathroom Ban: K12,,2025-01-21,Referred to Joint Committee on Education,Moderate,Safest,High school trans girls banned from girls teams and girls locker rooms/bathrooms,https://legiscan.com/CT/bill/HB05518/2025,Christine Pavalock-D'Amato,,H 2025-01-21 Referred to Joint Committee on Education.... see more on LegiScan,Failed,52f8d16f72b3eb441dbd2a89d35616c1,1928367,https://www.cga.ct.gov/2025/TOB/H/PDF/2025HB-05518-R00-HB.PDF,,Y,,Y,,Biological Sex,XBcKxJNgU4qsDDHE8JnxEy
Connecticut,HB05669,An Act Prohibiting Students Who Are Biological Males From Competing On Female-only Athletic Teams And Using Female-only Locker Rooms And Facilities.,Sports Ban: Secondary / Trans Bathroom Ban: K12,,2025-01-21,Referred to Joint Committee on Education,Moderate,Safest,High school trans girls banned from girls teams and girls locker rooms/bathrooms,https://legiscan.com/CT/bill/HB05669/2025,"Tracy Marra, Tom O'Dea, Irene Haines, Craig Fishbein, Mark Anderson",,H 2025-01-21 Referred to Joint Committee on Education.... see more on LegiScan,Failed,7397c3f69d4bcccf55492a2661536e7d,1928767,https://www.cga.ct.gov/2025/TOB/H/PDF/2025HB-05669-R00-HB.PDF,,Y,,Y,,Biological Sex,KDYNBJqBAxV1GZUF6FSab4
Connecticut,HB05670,An Act Concerning Parental Notification Of Behavior Intervention Meetings.,Forced Outing By Schools,,2025-01-21,Referred to Joint Committee on Education,Moderate,Safest,,https://legiscan.com/CT/bill/HB05670/2025,"Mark Anderson, Anne Dauphinais, Martin Foncello, Brian Lanoue, Gale Mastrofrancesco, Donna Veach, Craig Fishbein",,H 2025-01-21 Referred to Joint Committee on Education.... see more on LegiScan,Failed,4914d31125dbd1d4bd632d904e068cc1,1928827,https://www.cga.ct.gov/2025/TOB/H/PDF/2025HB-05670-R00-HB.PDF,,Y,,Y,,None,CkA8QCA4jMkyVELTn2ujBb
Connecticut,HB05789,An Act Establishing Guidelines For Participation In Male And Female Athletic Programs.,Sports Ban: K12 / Sports Ban: Colleges,,2025-01-21,Referred to Joint Committee on Education,Moderate,Safest,"Allows for eligibility challenge if student has a ""sex chromosome variation"" in which case T levels set; although if T is not endogenous, can't participate.",https://legiscan.com/CT/bill/HB05789/2025,Tom O'Dea,,H 2025-01-21 Referred to Joint Committee on Education.... see more on LegiScan,Failed,3f2453e2fec3d3498ba0816cf8ab6d7f,1928595,https://www.cga.ct.gov/2025/TOB/H/PDF/2025HB-05789-R00-HB.PDF,,Y,,Y,Y,Birth Certificate / Chromosomes / Hormones,LQGUt6Fbw7PHCGa9d11a91
Connecticut,HB05853,An Act Prohibiting Biological Males From Competing In Female Sports.,Sports Ban: K12 / Sports Ban: Colleges,,2025-01-22,Referred to Joint Committee on Education,Moderate,Safest,Very brief and vaguely written trans girl sports ban,https://legiscan.com/CT/bill/HB05853/2025,"Gale Mastrofrancesco, Anne Dauphinais, Craig Fishbein",,H 2025-01-22 Referred to Joint Committee on Education.... see more on LegiScan,Failed,837c0d336cdbc5daca02d57f3117219d,1932447,https://www.cga.ct.gov/2025/TOB/H/PDF/2025HB-05853-R00-HB.PDF,,Y,,Y,Y,Biological Sex,SguH1YuQwP3xXxuiVFqdke
Connecticut,HB05876,An Act Allowing Teachers To Communicate With Parents Concerning A Student's Gender Identity.,Forced Outing By Schools,,2025-01-22,Referred to Joint Committee on Education,Moderate,Safest,,https://legiscan.com/CT/bill/HB05876/2025,"Anne Dauphinais, Gale Mastrofrancesco",,H 2025-01-22 Referred to Joint Committee on Education.... see more on LegiScan,Failed,20a9b53d5ac2fb40c589eaf58b235aac,1932871,https://www.cga.ct.gov/2025/TOB/H/PDF/2025HB-05876-R00-HB.PDF,,Y,,Y,,Sex at Birth,6ucKBPciCTfvRvjF1rAH4f
Connecticut,HB05882,An Act Prohibiting Biological Males From Participating In Female-only Sports.,Sports Ban: K12 / Sports Ban: Colleges,,2025-01-22,Referred to Joint Committee on Education,Moderate,Safest,Very brief and vaguely written trans girl sports ban,https://legiscan.com/CT/bill/HB05882/2025,"Gale Mastrofrancesco, Anne Dauphinais, Craig Fishbein",,H 2025-01-22 Referred to Joint Committee on Education.... see more on LegiScan,Failed,502ff89914cfdd8c2ed059bee3c378ca,1932821,https://www.cga.ct.gov/2025/TOB/H/PDF/2025HB-05882-R00-HB.PDF,,Y,,Y,Y,Biological Sex,HXWGTjLUpyhuptH2igSDUe
Connecticut,HB05894,An Act Prohibiting Students Who Are Biological Males From Competing On Female-only Athletic Teams And Using Female-only Locker Rooms And Facilities.,Sports Ban: Secondary / Sports Ban: Colleges / Trans Bathroom Ban: K12 / Trans Bathroom Ban: Colleges,,2025-01-22,Referred to Joint Committee on Education,Moderate,Safest,Very brief and vaguely written trans girl sports and locker room ban,https://legiscan.com/CT/bill/HB05894/2025,"Joe Hoxha, Craig Fishbein",,H 2025-01-22 Referred to Joint Committee on Education.... see more on LegiScan,Failed,b7cafef5f29848dd1de34855717ce5ea,1932866,https://www.cga.ct.gov/2025/TOB/H/PDF/2025HB-05894-R00-HB.PDF,,Y,,Y,Y,Biological Sex / Sex at Birth,F5egyvNrEo5pT43TLbseMt
Connecticut,HB06178,An Act Prohibiting State Agencies From Taking Certain Actions Against Parents And Guardians Who Choose To Raise Children Consistent With Their Biological Sex.,Child Custody Bill,,2025-01-22,Referred to Joint Committee on Children,Moderate,Safest,It's not neglect to misgender or otherwise not support the gender identity of your trans kid,https://legiscan.com/CT/bill/HB06178/2025,"Anne Dauphinais, Mark Anderson",,H 2025-01-22 Referred to Joint Committee on Children.... see more on LegiScan,Failed,36c10c0a7084590c1ee8036927c6b18e,1932600,https://www.cga.ct.gov/2025/TOB/H/PDF/2025HB-06178-R00-HB.PDF,,Y,,Y,,Biological Sex,EYQtrT1w8uukDji3osZE2i
Connecticut,HB06201,An Act Prohibiting Student Athletes Who Were Born As Males From Participating In Women's Interscholastic Athletic Events.,Sports Ban: Colleges,,2025-01-23,Referred to Joint Committee on Education,Moderate,Safest,,https://legiscan.com/CT/bill/HB06201/2025,"Douglas Dubitsky, Craig Fishbein, Anne Dauphinais",,H 2025-01-23 Referred to Joint Committee on Education.... see more on LegiScan,Failed,7ff0c56ba26cb57b903adc2b36a9f83f,1935473,https://www.cga.ct.gov/2025/TOB/H/PDF/2025HB-06201-R00-HB.PDF,,Y,,,Y,Sex at Birth,2sRf1vv6jziELNLFZ2jFWQ
Connecticut,HB06329,An Act Concerning Intercollegiate Female Sports Team Competitions.,Sports Ban: Colleges,,2025-01-23,Referred to Joint Committee on Higher Education and Employment Advancement,Moderate,Safest,,https://legiscan.com/CT/bill/HB06329/2025,"Douglas Dubitsky, Craig Fishbein, Anne Dauphinais",,H 2025-01-23 Referred to Joint Committee on Higher Education and Employment Advancement.... see more on LegiScan,Failed,ecccb847ac71fb8fbc38413dbf435a3c,1936100,https://www.cga.ct.gov/2025/TOB/H/PDF/2025HB-06329-R00-HB.PDF,,Y,,,Y,Sex at birth,LaS6m8Y9LYeMbMcqMWYjVi
Connecticut,HB06331,"An Act Prohibiting Use Of Diversity, Equity And Inclusion Considerations At Public Institutions Of Higher Education.",DEI Ban,,2025-01-23,Referred to Joint Committee on Higher Education and Employment Advancement,Moderate,Safest,"bans using ""sexual identity"" among other enumerated classes as a consideration for college admissions.",https://legiscan.com/CT/bill/HB06331/2025,"Douglas Dubitsky, Craig Fishbein, Anne Dauphinais",,H 2025-01-23 Referred to Joint Committee on Higher Education and Employment Advancement.... see more on LegiScan,Failed,588e631cbf6ad3a637fd32a4556ad36b,1935661,https://www.cga.ct.gov/2025/TOB/H/PDF/2025HB-06331-R00-HB.PDF,,Y,Y,,Y,None,EAT9FAviJYbBN1ooYEtZbj
Connecticut,HB06453,An Act Prohibiting Students Who Are Biological Males From Competing On Female-only Athletic Teams And Using Female-only Locker Rooms And Facilities.,Sports Ban: Secondary / Trans Bathroom Ban: K12,,2025-01-24,Referred to Joint Committee on Education,Moderate,Safest,,https://legiscan.com/CT/bill/HB06453/2025,Joe Canino,,H 2025-01-24 Referred to Joint Committee on Education.... see more on LegiScan,Failed,ceccd8ecfa9569e917976d3854d493cc,1938536,https://www.cga.ct.gov/2025/TOB/H/PDF/2025HB-06453-R00-HB.PDF,,Y,,Y,,Biological Sex,9rZ6ddktnQBfjTB7QdjFML
Connecticut,HB06577,"An Act Prohibiting Biological Males From Accessing Women's Or Girls' Bathrooms, Lavatories, Locker Rooms And Changing Rooms.",Trans Bathroom Ban: Public Accommodations / Trans Bathroom Ban: Public Properties / Trans Bathroom Ban: K12 / Trans Bathroom Ban: Colleges,,2025-01-24,Referred to Joint Committee on Public Health,Moderate,Safest,Very short and only bans trans women and trans girls from women's bathrooms -- but does so without limit.,https://legiscan.com/CT/bill/HB06577/2025,"Gale Mastrofrancesco, Anne Dauphinais, Craig Fishbein",,H 2025-01-24 Referred to Joint Committee on Public Health.... see more on LegiScan,Failed,1cff3a481e36cb4526446830a6158e71,1938875,https://www.cga.ct.gov/2025/TOB/H/PDF/2025HB-06577-R00-HB.PDF,,Y,,Y,Y,Biological Sex,LAEcB1jCrNL6feXXR7eeaZ
Connecticut,HB06609,An Act Concerning Minors Experiencing Gender Dysphoria Or Incongruence.,Gender Affirming Care Ban: Minors,,2025-01-24,Referred to Joint Committee on Public Health,Moderate,Safest,,https://legiscan.com/CT/bill/HB06609/2025,Joe Canino,,H 2025-01-24 Referred to Joint Committee on Public Health.... see more on LegiScan,Failed,0bfb67c76a1e41bf7817df7703e813ef,1938666,https://www.cga.ct.gov/2025/TOB/H/PDF/2025HB-06609-R00-HB.PDF,,Y,,Y,,None,6NGHgdo3mG6KrfBM2MyAt9
Connecticut,HB06615,An Act Prohibiting Surgery On A Minor For The Treatment Of Gender Dysphoria.,Gender Affirming Care Ban: Minors,,2025-01-24,Referred to Joint Committee on Public Health,Moderate,Safest,,https://legiscan.com/CT/bill/HB06615/2025,"Gale Mastrofrancesco, Anne Dauphinais",,H 2025-01-24 Referred to Joint Committee on Public Health.... see more on LegiScan,Failed,40d0af46b4c88dfea5c18691caa53cbe,1938508,https://www.cga.ct.gov/2025/TOB/H/PDF/2025HB-06615-R00-HB.PDF,,Y,,Y,,None,Pe42n9tJQhRwAviLEeQAm9
Connecticut,SB00036,An Act Concerning The Provision Of Age And Developmentally Appropriate Instruction On Sexual Orientation And Gender Identity In Classrooms.,Don't Say Gay: K12 / Don't Say Trans: K12,,2025-01-08,Referred to Joint Committee on Education,Moderate,Safest,"No SOGI instruction K-3; ""developmentally appropriate"" SOGI instruction permitted 4-12",https://legiscan.com/CT/bill/SB00036/2025,"Robert Sampson, Geraldo Reyes",,S 2025-01-08 Referred to Joint Committee on Education.... see more on LegiScan,Failed,814208d0316bf0fd3781c259e3e9033a,1905148,https://www.cga.ct.gov/2025/TOB/S/PDF/2025SB-00036-R00-SB.PDF,,Y,Y,Y,,None,F9SUBqpM2g53tUmnWvRWAd
Connecticut,SB00136,An Act Prohibiting Requirements For The Use Of Specific Pronouns.,Pronoun Ban,None,2025-01-08,Referred to Joint Committee on Government Administration and Elections,Moderate,Safest,,https://legiscan.com/CT/bill/SB00136/2025,Robert Sampson,,S 2025-01-08 Referred to Joint Committee on Government Administration and Elections.... see more on LegiScan,Failed,14c7567c1c34fe323575884a8c740e36,1905200,https://www.cga.ct.gov/2025/TOB/S/PDF/2025SB-00136-R00-SB.PDF,,Y,,Y,Y,None,QgMPRuZgNWd1rnwmnAj8E6
Connecticut,SB00504,An Act Prohibiting Compelled Speech In Public Schools.,Pronoun Ban,None,2025-01-13,Referred to Joint Committee on Education,Moderate,Safest,,https://legiscan.com/CT/bill/SB00504/2025,Robert Sampson,,S 2025-01-13 Referred to Joint Committee on Education.... see more on LegiScan,Failed,eb83f1f3023f654921cf28b2a8898703,1911922,https://www.cga.ct.gov/2025/TOB/S/PDF/2025SB-00504-R00-SB.PDF,,Y,,Y,,None,3vuXTaA6jxs2ydAfT9marS
Connecticut,SB00592,An Act Concerning Participation On A Youth Sports Team Based On Assigned Sex At Birth.,Sports Ban: K12,None,2025-01-15,Referred to Joint Committee on Education,Moderate,Safest,K12 ban for trans students.,https://legiscan.com/CT/bill/SB00592/2025,"Paul Cicarella, Craig Fishbein, Anne Dauphinais",,S 2025-01-15 Referred to Joint Committee on Education.... see more on LegiScan,Failed,15f95967eaf960e42613e981ff9c3cd2,1918613,https://www.cga.ct.gov/2025/TOB/S/PDF/2025SB-00592-R00-SB.PDF,,Y,,Y,,Sex at Birth,9L1Ahow8WhGp9pzyBQgJVg
Connecticut,SB00690,An Act Providing Civil Immunity To Interscholastic Athletic Organizations And The Sanctioning Bodies Of Private Youth Organizations That Adopt Gender Identity Policies Concerning Athletic Participation And Competition.,Sports Ban: K12 / Sports Ban: Non-Academic,,2025-01-16,Referred to Joint Committee on Judiciary,Moderate,Safest,Liability immunity for interscholastic athletic orgs and private youth sports orgs that have trans exclusionary gender policies.,https://legiscan.com/CT/bill/SB00690/2025,"Robert Sampson, Mark Anderson",,S 2025-01-16 Referred to Joint Committee on Judiciary.... see more on LegiScan,Failed,4bb819296356511b018b4a0a5d99e7ca,1922095,https://www.cga.ct.gov/2025/TOB/S/PDF/2025SB-00690-R00-SB.PDF,,Y,,Y,,birth certificate,NGtL8CNkQGYHeMEMJXcEzp
Connecticut,SB00872,An Act Concerning The Requirements For Participation On Gender-specific Sports Teams In High School And College Athletics.,Sports Ban: K12 / Sports Ban: Colleges,,2025-01-22,Referred to Joint Committee on Education,Moderate,Safest,,https://legiscan.com/CT/bill/SB00872/2025,"Stephen Harding, Henri Martin, Robert Sampson, Paul Cicarella, Heather Bond Somers, Tony Hwang, Eric Berthel, Ryan Fazio, Jeff Gordon, John Kissel, Mark Anderson, Mark DeCaprio",,S 2025-01-22 Referred to Joint Committee on Education.... see more on LegiScan,Failed,061b012a540833c312964b949660c9a5,1932638,https://www.cga.ct.gov/2025/TOB/S/PDF/2025SB-00872-R00-SB.PDF,,Y,,Y,Y,birth certificate,29nudCnoqqPFyZiThJK6dA
Connecticut,SB01045,An Act Concerning Surgery On Minors.,Gender Affirming Care Ban: Minors,,2025-01-22,Referred to Joint Committee on Public Health,Moderate,Safest,Surgery only,https://legiscan.com/CT/bill/SB01045/2025,"Stephen Harding, Robert Sampson, Heather Bond Somers",,S 2025-01-22 Referred to Joint Committee on Public Health.... see more on LegiScan,Failed,0348c2646799f2d5b13956bd186f0e52,1932041,https://www.cga.ct.gov/2025/TOB/S/PDF/2025SB-01045-R00-SB.PDF,,Y,,Y,,None,SShX9TB61pAabUFahNqfJ6
Connecticut,SB01509,An Act Concerning Patient Protections And Standards Of Care At Connecticut Valley Hospital.,End Legal Recognition / Discrimination in Healthcare,,2025-03-13,Public Hearing 03/17,Moderate,Safest,,https://legiscan.com/CT/bill/SB01509/2025,Public Health Committee,Hearing 2025-03-17 00:00 ,"S 2025-03-12 Referred to Joint Committee on Public Health, S 2025-03-13 Public Hearing 03/17.... see more on LegiScan",Failed,8d692edb8d84c29547cfdfefaf58d40e,2000247,https://www.cga.ct.gov/2025/TOB/S/PDF/2025SB-01509-R00-SB.PDF,,Y,,Y,Y,Biological Sex,VgfvWiTSzhMeQgPStjXZpW
Delaware,SB55,An Act To Amend Title 16 Of The Delaware Code Relating To Gender Transition Procedures.,Gender Affirming Care Ban: Minors,Civil: Liability,2025-02-20,Introduced and Assigned to Health & Social Services Committee in Senate,Low,Low,Also a medicaid and public funds ban for gender affirming care - but limited to minors,https://legiscan.com/DE/bill/SB55/2025,"Bryant Richardson, Jeff Hilovsky, Gerald Hocker, David Lawson, David Wilson, Richard Collins, Ronald Gray, Shannon Morris, Bryan Shupe, Lyndon Yearick",Hearing 2025-03-19 10:00 Senate Chamber,S 2025-02-20 Introduced and Assigned to Health & Social Services Committee in Senate.... see more on LegiScan,Roll Over,58929e51eb8beb5880779a1311ef632a,1977561,https://legis.delaware.gov/json/BillDetail/GenerateHtmlDocument?legislationId=141855&legislationTypeId=1&docTypeId=2&legislationName=SB55,,Y,,Y,,Binary Sex / Biological Sex / Reproduction / Genitalia / Hormones / Chromosomes,2z153GTQVGKT9ioHs49syk
Florida,H0075,Display of Flags by Governmental Entities,Censorship: Pride Flag Ban,,2025-06-16,Died in Intergovernmental Affairs Subcommittee,Do Not Travel,Do Not Travel,,https://legiscan.com/FL/bill/H0075/2025,"David Borrero, Berny Jacques, Jeff Holcomb, Juan Porras",,"H 2024-12-27 Filed, H 2025-01-15 Referred to Intergovernmental Affairs Subcommittee, H 2025-01-15 Referred to Judiciary Committee, H 2025-01-15 Referred to State Affairs Committee, H 2025-01-15 Now in Intergovernmental Affairs Subcommittee, H 2025-03-04 1st Reading (Original Filed Version), H 2025-05-03 Indefinitely postponed and withdrawn from consideration, H 2025-06-16 Died in Intergovernmental Affairs Subcommittee.... see more on LegiScan",Failed,74c5107f2dbcabd7950fc51f5ae7558a,1899717,https://www.flsenate.gov/Session/Bill/2025/75/BillText/Filed/PDF,,Y,Y,Y,Y,None,FZyHno9Nrq89wH6YFkkqXM
Florida,H0731,Standardized Tests for Admission to Medical Institutions of Higher Education,DEI Ban,,2025-06-16,Died in Education & Employment Committee,Do Not Travel,Do Not Travel,SOGI inclusive DEI ban; SOGI parts amended away,https://legiscan.com/FL/bill/H0731/2025,"Government Operations Subcommittee, Lauren Melo",Hearing 2025-03-25 12:00 ,"H 2025-02-19 Filed, H 2025-02-26 Referred to Government Operations Subcommittee, H 2025-02-26 Referred to Health Professions & Programs Subcommittee, H 2025-02-26 Referred to Education & Employment Committee, H 2025-02-26 Referred to State Affairs Committee, H 2025-02-26 Now in Government Operations Subcommittee, H 2025-03-04 1st Reading (Original Filed Version), H 2025-03-21 PCS added to Government Operations Subcommittee agenda, H 2025-03-25 Favorable with CS by Government Operations Subcommittee, H 2025-03-26 Reported out of Government Operations Subcommittee, H 2025-03-26 Laid on Table under Rule 7.18(a), H 2025-03-26 CS Filed, H 2025-03-26 1st Reading (Committee Substitute 1), H 2025-03-27 Referred to Education & Employment Committee, H 2025-03-27 Now in Education & Employment Committee, H 2025-05-03 Indefinitely postponed and withdrawn from consideration, H 2025-06-16 Died in Education & Employment Committee.... see more on LegiScan",Failed,56c4271229e4518931d1263938d504dc,1974884,"https://www.flsenate.gov/Session/Bill/2025/731/BillText/Filed/PDF, https://www.flsenate.gov/Session/Bill/2025/731/BillText/c1/PDF",,Y,Y,,Y,None,5cMJ7GAURdpagB4nA9vAT6
Florida,H1307,Education,End Legal Recognition / Discrimination in Education,,2025-06-16,"Died in Education Administration Subcommittee, companion bill(s) passed, see CS/HB 681 (Ch. 2025-139)",Do Not Travel,Do Not Travel,"Eliminates the term gender (replacing with ""sex"" if was not previously paired with ""sex"") in education related statute and also reduces some sex equity provisions related to college sports",https://legiscan.com/FL/bill/H1307/2025,John Temple,,"H 2025-02-27 Filed, H 2025-03-04 1st Reading (Original Filed Version), H 2025-03-05 Referred to Education Administration Subcommittee, H 2025-03-05 Referred to Careers & Workforce Subcommittee, H 2025-03-05 Referred to Higher Education Budget Subcommittee, H 2025-03-05 Referred to Education & Employment Committee, H 2025-03-05 Now in Education Administration Subcommittee, H 2025-05-03 Indefinitely postponed and withdrawn from consideration, H 2025-06-16 Died in Education Administration Subcommittee, companion bill(s) passed, see CS/HB 681 (Ch. 2025-139).... see more on LegiScan",Failed,18ebe035ee7496bcf9d4a9f09be7f9c2,1986482,https://www.flsenate.gov/Session/Bill/2025/1307/BillText/Filed/PDF,,Y,,,Y,None,LAgAVZGNfhbREsvSYgwxAw
Florida,H1495,Gender Identity Employment Practices,Broad Discrimination / Pronoun Ban,,2025-06-16,Died in Government Operations Subcommittee,Do Not Travel,Do Not Travel,"Employees can be transphobic at work without consequence, and employers can't require training re: SOGI.  Takes ""gender ideology"" definition from EO-14168",https://legiscan.com/FL/bill/H1495/2025,"Rachel Plakon, Doug Bankson, Kim Kendall",,"H 2025-02-28 Filed, H 2025-03-04 1st Reading (Original Filed Version), H 2025-03-05 Referred to Government Operations Subcommittee, H 2025-03-05 Referred to Civil Justice & Claims Subcommittee, H 2025-03-05 Referred to State Affairs Committee, H 2025-03-05 Now in Government Operations Subcommittee, H 2025-05-03 Indefinitely postponed and withdrawn from consideration, H 2025-06-16 Died in Government Operations Subcommittee.... see more on LegiScan",Failed,8fcc0d9015dde9b8803a20a17473fdb6,1988749,https://www.flsenate.gov/Session/Bill/2025/1495/BillText/Filed/PDF,,Y,Y,,Y,Binary Sex / Biological Sex / Reproduction / Genitalia / Hormones / Chromosomes,6KJJWQ4CBsQhqWZybVjbRd
Florida,H1571,"Official Actions of Local Governments with Respect to Diversity, Equity, and Inclusion",DEI Ban,,2025-06-16,Died in Intergovernmental Affairs Subcommittee,Do Not Travel,Do Not Travel,SOGI inclusive DEI ban for counties and municipalities,https://legiscan.com/FL/bill/H1571/2025,Dean Black,,"H 2025-02-28 Filed, H 2025-03-04 1st Reading (Original Filed Version), H 2025-03-05 Referred to Intergovernmental Affairs Subcommittee, H 2025-03-05 Referred to Civil Justice & Claims Subcommittee, H 2025-03-05 Referred to State Affairs Committee, H 2025-03-05 Now in Intergovernmental Affairs Subcommittee, H 2025-05-03 Indefinitely postponed and withdrawn from consideration, H 2025-06-16 Died in Intergovernmental Affairs Subcommittee.... see more on LegiScan",Failed,76626266c3c50c768ec22dacf12ac126,1989154,https://www.flsenate.gov/Session/Bill/2025/1571/BillText/Filed/PDF,,Y,Y,Y,Y,None,Qyn6oT3qWvamuLQJ2qNjoF
